true_title,journal_lowercase
Gas phase chemistry of the 2-tert-butyl-3-phenylphosphirenylium cation: novel onium ions by nucleophilic attack at phosphorus and de novo P-spiro bicyclic phosphonium ions via[4 + 2+] cycloaddition with dienes,organic & biomolecular chemistry
Acridine-based macrocyclic fluorescent sensors: self-assembly behavior characterized by crystal structures and a tunable bathochromic-shift in emission induced by H2PO4−via adjusting the ring size and rigidity,organic & biomolecular chemistry
"First-principles study of structural stability, elastic and electronic properties of ternary rare earth-transition metal—Borides and carbides (RTxZ, R=Sc, Y, and La, T=Pt and Pd, Z=B and C, and x=2, 3, and 4)",physica b: condensed matter
"Critical evaluation of five emissive europium(III) complexes as optical probes: correlation of cytotoxicity, anion and protein affinity with complex structure, stability and intracellular localisation profile",organic & biomolecular chemistry
"Regioselective construction of 1,3-diazaheterocycle fused [1,2-a][1,8]naphthyridine derivatives via cascade reaction of quinolines with heterocyclic ketene aminals: a joint experimental–computational approach",organic & biomolecular chemistry
"Dirhodium(II) tetraacetate catalysed reactions of diazo thioamides: isolation and cycloaddition of anhydro-4-hydroxy-1,3-thiazolium hydroxides (thioisomünchnones), an approach to analogues of dehydrogliotoxin",organic & biomolecular chemistry
"First example of a heterobimetallic ‘Pd–Sn’ catalyst for direct activation of alcohol: efficient allylation, benzylation and propargylation of arenes, heteroarenes, active methylenes and allyl-Si nucleophiles",organic & biomolecular chemistry
Highly efficient and generalized asymmetric synthesis of quaternary stereogenic carbon-containing β-amino indanones/indanoles via Mannich-type additions between 1-indanones and N-tert-butanesulfinylketimines,organic & biomolecular chemistry
Recent advances in catalytic C–N bond formation: a comparison of cascade hydroaminomethylation and reductive amination reactions with the corresponding hydroamidomethylation and reductive amidation reactions,organic & biomolecular chemistry
"Acid-catalysed formation of tricyclic N,S-acetals in imidazolinone series based on the use of the unprecedented N-acyliminium ion cascade reaction involving transposition, heterocyclisation and π-cyclisation",organic & biomolecular chemistry
"Synthesis of unsymmetrical 3,3′-biquinazoline-2,2′-diones by condensation of 3-aminoquinazolinones with benzoxazinones; fortuitous discovery, and further syntheses of 4-H-3-oxo-1,9a,10-triazaanthracen-9-ones",organic & biomolecular chemistry
"Characterisation of 6-DMATSMo from Micromonospora olivasterospora leading to identification of the divergence in enantioselectivity, regioselectivity and multiple prenylation of tryptophan prenyltransferases",organic & biomolecular chemistry
Simultaneous effects of external electric field and aluminum concentration on the binding energy of a laser-dressed donor impurity in a spherical quantum dot confined at the center of a cylindrical nano-wire,physica b: condensed matter
"Enhancement of affinity in molecular recognition via hydrogen bonds by POSS-core dendrimer and its application for selective complex formation between guanosine triphosphate and 1,8-naphthyridine derivatives",organic & biomolecular chemistry
Electro-optical features of antiferroelectric liquid crystal material (S)-(+)-4-(1-methylheptyloxycarbonyl) phenyl 4′-(6-octanoyloxyhex-1-oxy) biphenyl-4-carboxylate in its ferro and antiferroelectric phases,physica b: condensed matter
Synthesis and room temperature photo-induced electron transfer in biologically active bis(terpyridine)ruthenium(II)–cytochrome c bioconjugates and the effect of solvents on the bioconjugation of cytochrome c,organic & biomolecular chemistry
"Direct catalytic asymmetric synthesis of highly functionalized tetronic acids/tetrahydro-isobenzofuran-1,5-diones via combination of cascade three-component reductive alkylations and Michael-aldol reactions",organic & biomolecular chemistry
"Cross-coupling reactions of unprotected halopurine bases, nucleosides, nucleotides and nucleoside triphosphates with 4-boronophenylalanine in water. Synthesis of (purin-8-yl)- and (purin-6-yl)phenylalanines",organic & biomolecular chemistry
"The first aza Diels–Alder reaction involving an α,β-unsaturated hydrazone as the dienophile: stereoselective synthesis of C-4 functionalized 1,2,3,4-tetrahydroquinolines containing a quaternary stereocenter",organic & biomolecular chemistry
Theoretical analysis of peptidyl α-ketoheterocyclic inhibitors of human neutrophil elastase: Insight into the mechanism of inhibition and the application of QM/MM calculations in structure-based drug design,organic & biomolecular chemistry
"Syntheses, X-ray crystal structures and reactivity of fluorenylidene- and dibenzosuberenylidene-allenes: convenient precursors to dispirotetracenes, di-indenotetracenes and 2-phenyl-11bH-dibenz[cd,h]azulene",organic & biomolecular chemistry
Chemical models for aspects of the photosynthetic reaction centre: synthesis and photophysical properties of tris- and tetrakis-porphyrins that resemble the arrangement of chromophores in the natural system,organic & biomolecular chemistry
"Trends in structural, electronic properties, Fermi surface topology, and inter-atomic bonding in the series of ternary layered dichalcogenides KNi2S2, KNi2Se2, and KNi2Te2 from first principles calculations",physica b: condensed matter
Synthesis and characterization of chiral aza-macrocycles and study of their enantiomer recognition ability for organo-phosphoric acid and phosphonic acid derivatives by 31P NMR and fluorescence spectroscopy,organic & biomolecular chemistry
"Formation and reaction of OMnV species in the oxidation of phenolic substrates with H2O2 catalysed by the dinuclear manganese(IV) 1,4,7-trimethyl-1,4,7-triazacyclononane complex [MnIV2(μ-O)3(TMTACN)2](PF6)2",organic & biomolecular chemistry
Synthesis and photophysical properties of pyrene-labeled 3-deaza-2′-deoxyadenosines comprising a non-π-conjugated linker: fluorescence quenching-based oligodeoxynucleotide probes for thymine identification,organic & biomolecular chemistry
Integrability and soliton solutions for an inhomogeneous generalized fourth-order nonlinear Schrödinger equation describing the inhomogeneous alpha helical proteins and Heisenberg ferromagnetic spin chains,physica b: condensed matter
"Influence of magnetic quantization on the Einstein relation in non-linear optical, optoelectronic and related materials: Simplified theory, relative comparison and suggestion for experimental determination",physica b: condensed matter
Regio- and stereoselective synthesis of spirooxindole 1′-nitro pyrrolizidines with five concurrent stereocenters under aqueous medium and their bioprospection using the zebrafish (Danio rerio) embryo model,organic & biomolecular chemistry
"Preparation and antiviral properties of new acyclic, achiral nucleoside analogues: 1- or 9-[3-hydroxy-2-(hydroxymethyl)prop-1-enyl]nucleobases and 1- or 9-[2,3-dihydroxy-2-(hydroxymethyl)propyl]nucleobases",organic & biomolecular chemistry
Successful combination of computationally inexpensive GIAO 13C NMR calculations and artificial neural network pattern recognition: a new strategy for simple and rapid detection of structural misassignments,organic & biomolecular chemistry
"Inter- and intramolecular Mitsunobu reaction and metal complexation study: synthesis of S-amino acids derived chiral 1,2,3,4-tetrahydroquinoxaline, benzo-annulated [9]-N3 peraza, [12]-N4 peraza-macrocycles",organic & biomolecular chemistry
Rapid methylation on carbon frameworks useful for the synthesis of 11CH3-incorporated PET tracers: Pd(0)-mediated rapid coupling of methyl iodide with an alkenyltributylstannane leading to a 1-methylalkene,organic & biomolecular chemistry
Positive effect of natural and negatively charged cyclodextrins on the stabilization of penicillins towards β-lactamase degradation due to inclusion and external guest–host association. An NMR and MS study,organic & biomolecular chemistry
Oxidation of some cage hydrocarbons by dioxiranes. Nature of the transition structure for the reaction of C–H bonds with dimethyldioxirane: a comparison of B3PW91 density functional theory with experiment,organic & biomolecular chemistry
Cascade synthesis of bis-N-sulfonylcyclobutenes via Cu(I)/Lewis acid-catalyzed (3 + 2)/(2 + 2) cycloadditions: observation of aggregation-induced emission enhancement from restricted CN photoisomerization,organic & biomolecular chemistry
"Synthesis of functionalized 2-salicyloylfurans, furo[3,2-b]chromen-9-ones and 2-benzoyl-8H-thieno[2,3-b]indoles by one-pot cyclizations of 3-halochromones with β-ketoamides and 1,3-dihydroindole-2-thiones",organic & biomolecular chemistry
Phosphorane intermediate vs. leaving group stabilization by intramolecular hydrogen bonding in the cleavage of trinucleoside monophosphates: implications for understanding catalysis by the large ribozymes,organic & biomolecular chemistry
"[18F]- and [11C]-Labeled N-benzyl-isatin sulfonamide analogues as PET tracers for Apoptosis: synthesis, radiolabeling mechanism, and in vivo imaging study of apoptosis in Fas-treated mice using [11C]WC-98",organic & biomolecular chemistry
"Application of Nazarov type electrocyclization to access [6,5,6] and [6,5,5] core embedded new polycycles: an easy entry to tetrahydrofluorene scaffolds related to Taiwaniaquinoids and C-nor-Dhomosteroids",organic & biomolecular chemistry
"Synthesis of rac-(1R,4aR,9aR)-2-methyl-1,3,4,9a-tetrahydro-2H-1,4a-propanobenzofuro[2,3-c]pyridin-6-ol. An unusual double rearrangement leading to the ortho- and para–f oxide-bridged phenylmorphan isomers",organic & biomolecular chemistry
"Investigation of steric and functionality limits in the enzymatic dihydroxylation of benzoate esters. Versatile intermediates for the synthesis of pseudo-sugars, amino cyclitols, and bicyclic ring systems",organic & biomolecular chemistry
Clarification of the confusion concerning the crystal-field quantities vs the zero-field splitting quantities in magnetism studies: Part II—Survey of literature dealing with model studies of spin systems,physica b: condensed matter
"Electrophile-induced bromocyclization of γ,δ-unsaturated ketimines to intermediate 1-pyrrolinium salts and their selective conversion into novel 5-alkoxymethyl-2-aryl-3-chloropyrroles and 2-aroylpyrroles",organic & biomolecular chemistry
Substrate and stereocontrolled iodocycloetherification of highly functionalized enantiomerically pure allylic alcohols: application to synthesis of cytotoxic 2-epi jaspine B and its biological evaluation,organic & biomolecular chemistry
Designing a thiol specific fluorescent probe for possible use as a reagent for intracellular detection and estimation in blood serum: kinetic analysis to probe the role of intramolecular hydrogen bonding,organic & biomolecular chemistry
SN2 regioselectivity in the esterification of 5- and 7-membered azacycloalkane quaternary salts: a DFT study to reveal the transition state ring conformation prevailing over the ground state ring strain,organic & biomolecular chemistry
